Time;Country Name;Country Code;cod_pais_ano;School enrollment, primary (% gross) ;Poverty headcount ratio at national poverty lines (% of population) ;Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population) ;Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) ;Life expectancy at birth, total (years) ;deuda_hogares;diez_porc_mas_rico;uno_porc_mas_rico;Mobile cellular subscriptions (per 100 people) ;Secure Internet servers (per 1 million people) ;IDH
1971;Dominican Republic;DOM;1971DOM;94.30924225;;;;58.671;;;;;;
1971;El Salvador;SLV;1971SLV;84.94828033;;;;55.32;;;;;;
1971;Grenada;GRD;1971GRD;124.1564102;;;;65.88;;;;;;
1971;Guatemala;GTM;1971GTM;56.0754509;;;;53.091;;;;;;
1971;Guyana;GUY;1971GUY;98.74378967;;;;61.868;;;;;;
1971;Haiti;HTI;1971HTI;50.72734833;;;;46.508;;;;;;
1971;Honduras;HND;1971HND;83.02227783;;;;53.14;;;;;;
1971;Jamaica;JAM;1971JAM;108.4805679;;;;68.2;;;;;;
1971;Nicaragua;NIC;1971NIC;69.20527649;;;;54.147;;;;;;
1971;Panama;PAN;1971PAN;108.9855804;;;;66.018;;;;;;
1971;Puerto Rico;PRI;1971PRI;119.9724884;;;;71.85909756;;;;;;
1971;Suriname;SUR;1971SUR;128.6622925;;;;63.199;;;;;;
1971;Trinidad and Tobago;TTO;1971TTO;114.5652695;;;;64.844;;;;;;
1972;Brazil;BRA;1972BRA;;;;;59.739;;;;;;
1972;Bolivia;BOL;1972BOL;90.00283813;;;;46.441;;;;;;
1972;Chile;CHL;1972CHL;125.3566589;;;;63.555;;;;;;
1972;Costa Rica;CRI;1972CRI;105.8685379;;;;66.943;;;;;;
1972;Ecuador;ECU;1972ECU;97.84882355;;;;59.232;;;;;;
1972;Colombia;COL;1972COL;105.2630615;;;;63.105;;;;;;
1972;Mexico;MEX;1972MEX;105.6429672;;;;62.327;;;;;;
1972;Peru;PER;1972PER;104.4424973;;;;55.671;;;;;;
1972;Paraguay;PRY;1972PRY;95.78932953;;;;65.653;;;;;;
1972;Argentina;ARG;1972ARG;106.0383072;;;;67.078;;;;;;
1972;Venezuela;VEN;1972VEN;92.02755737;;;;65.896;;;;;;
1972;Uruguay;URY;1972URY;111.3436813;;;;68.732;;;;;;
1972;Antigua and Barbuda;ATG;1972ATG;89.29405975;;;;66.28;;;;;;
1972;Aruba;ABW;1972ABW;;;;;69.851;;;;;;
1972;Bahamas;BHS;1972BHS;99.90995026;;;;66.209;;;;;;
1972;Barbados;BRB;1972BRB;100.2996674;;;;69.149;;;;;;
1972;Belize;BLZ;1972BLZ;111.3638382;;;;66.504;;;;;;
1972;British Virgin Islands;VGB;1972VGB;113.0072327;;;;;;;;;;
1972;Cayman Islands;CYM;1972CYM;;;;;;;;;;;
1972;Cuba;CUB;1972CUB;117.3613815;;;;70.787;;;;;;
1972;Curacao;CUW;1972CUW;;;;;;;;;;;
1972;Dominica;DMA;1972DMA;130.6888428;;;;;;;;;;
1972;Dominican Republic;DOM;1972DOM;101.6492386;;;;59.229;;;;;;
1972;El Salvador;SLV;1972SLV;83.88986206;;;;55.586;;;;;;
1972;Grenada;GRD;1972GRD;127.0088196;;;;66.139;;;;;;
1972;Guatemala;GTM;1972GTM;57.26935959;;;;53.652;;;;;;
1972;Guyana;GUY;1972GUY;99.81513977;;;;61.938;;;;;;
1972;Haiti;HTI;1972HTI;53.01393127;;;;47.019;;;;;;
1972;Honduras;HND;1972HND;84.45240021;;;;53.778;;;;;;
1972;Jamaica;JAM;1972JAM;109.372879;;;;68.491;;;;;;
1972;Nicaragua;NIC;1972NIC;68.79611206;;;;54.744;;;;;;
1972;Panama;PAN;1972PAN;112.8200684;;;;66.515;;;;;;
1972;Puerto Rico;PRI;1972PRI;122.1801605;;;;72.16946341;;;;;;
1972;Suriname;SUR;1972SUR;127.6499023;;;;63.47;;;;;;
1972;Trinidad and Tobago;TTO;1972TTO;113.9324799;;;;65.003;;;;;;
1973;Brazil;BRA;1973BRA;;;;;60.132;;;;;;
1973;Bolivia;BOL;1973BOL;92.41235352;;;;46.893;;;;;;
1973;Chile;CHL;1973CHL;126.2494202;;;;64.231;;;;;;
1973;Costa Rica;CRI;1973CRI;107.5336609;;;;67.541;;;;;;
1973;Ecuador;ECU;1973ECU;99.3213501;;;;59.745;;;;;;
1973;Colombia;COL;1973COL;108.0365372;;;;63.578;;;;;;
1973;Mexico;MEX;1973MEX;107.5155182;;;;62.845;;;;;;
1973;Peru;PER;1973PER;107.0723724;;;;56.36;;;;;;
1973;Paraguay;PRY;1973PRY;98.76956177;;;;65.806;;;;;;
1973;Argentina;ARG;1973ARG;105.5922318;;;;67.383;;;;;;
1973;Venezuela;VEN;1973VEN;92.40345001;;;;66.331;;;;;;
1973;Uruguay;URY;1973URY;112.8897171;;;;68.823;;;;;;
1973;Antigua and Barbuda;ATG;1973ATG;;;;;66.498;;;;;;
1973;Aruba;ABW;1973ABW;;;;;70.191;;;;;;
1973;Bahamas;BHS;1973BHS;96.3508606;;;;66.397;;;;;;
1973;Barbados;BRB;1973BRB;101.349968;;;;69.436;;;;;;
1973;Belize;BLZ;1973BLZ;111.0652695;;;;66.939;;;;;;
1973;British Virgin Islands;VGB;1973VGB;114.5766296;;;;;;;;;;
1973;Cayman Islands;CYM;1973CYM;;;;;;;;;;;
1973;Cuba;CUB;1973CUB;119.1733322;;;;71.255;;;;;;
1973;Curacao;CUW;1973CUW;;;;;;;;;;;
1973;Dominica;DMA;1973DMA;127.5034485;;;;;;;;;;
1973;Dominican Republic;DOM;1973DOM;98.19616699;;;;59.764;;;;;;
1973;El Salvador;SLV;1973SLV;88.91706085;;;;55.793;;;;;;
1973;Grenada;GRD;1973GRD;129.7156982;;;;66.395;;;;;;
1973;Guatemala;GTM;1973GTM;57.3571701;;;;54.181;;;;;;
1973;Guyana;GUY;1973GUY;101.3986816;;;;62.005;;;;;;
1973;Haiti;HTI;1973HTI;54.61325836;;;;47.559;;;;;;
1973;Honduras;HND;1973HND;83.41013336;;;;54.439;;;;;;
1973;Jamaica;JAM;1973JAM;105.0368423;;;;68.791;;;;;;
1973;Nicaragua;NIC;1973NIC;70.29872894;;;;55.307;;;;;;
1973;Panama;PAN;1973PAN;114.9222031;;;;67.02;;;;;;
1973;Puerto Rico;PRI;1973PRI;122.4502869;;;;72.46473171;;;;;;
1973;Suriname;SUR;1973SUR;130.1850739;;;;63.724;;;;;;
1973;Trinidad and Tobago;TTO;1973TTO;113.0298462;;;;65.177;;;;;;
1974;Brazil;BRA;1974BRA;;;;;60.513;;;;;;
1974;Bolivia;BOL;1974BOL;94.61704254;;;;47.355;;;;;;
1974;Chile;CHL;1974CHL;126.3202286;;;;64.917;;;;;;
1974;Costa Rica;CRI;1974CRI;106.0068512;;;;68.17;;;;;;
1974;Ecuador;ECU;1974ECU;102.323288;;;;60.258;;;;;;
1974;Colombia;COL;1974COL;108.4922028;;;;64.047;;;;;;
1974;Mexico;MEX;1974MEX;109.8848038;;;;63.378;;;;;;
1974;Peru;PER;1974PER;108.5230484;;;;56.994;;;;;;
1974;Paraguay;PRY;1974PRY;97.38716125;;;;65.964;;;;;;
1974;Argentina;ARG;1974ARG;106.3218613;;;;67.686;;;;;;
1974;Venezuela;VEN;1974VEN;91.52462769;;;;66.729;;;;;;
1974;Uruguay;URY;1974URY;107.3326035;;;;68.941;;;;;;
1974;Antigua and Barbuda;ATG;1974ATG;88.18997192;;;;66.727;;;;;;
1974;Aruba;ABW;1974ABW;;;;;70.519;;;;;;
1974;Bahamas;BHS;1974BHS;99.34906769;;;;66.593;;;;;;
1974;Barbados;BRB;1974BRB;98.5956192;;;;69.756;;;;;;
1974;Belize;BLZ;1974BLZ;110.5651779;;;;67.354;;;;;;
1974;British Virgin Islands;VGB;1974VGB;97.49478149;;;;;;;;;;
1974;Cayman Islands;CYM;1974CYM;;;;;;;;;;;
1974;Cuba;CUB;1974CUB;119.8349915;;;;71.707;;;;;;
1974;Curacao;CUW;1974CUW;;;;;;;;;;;
1974;Dominica;DMA;1974DMA;119.8959122;;;;;;;;;;
1974;Dominican Republic;DOM;1974DOM;96.62650299;;;;60.277;;;;;;
1974;El Salvador;SLV;1974SLV;90.8003006;;;;55.948;;;;;;
1974;Grenada;GRD;1974GRD;136.2311096;;;;66.649;;;;;;
1974;Guatemala;GTM;1974GTM;58.82883835;;;;54.676;;;;;;
1974;Guyana;GUY;1974GUY;102.1478271;;;;62.072;;;;;;
1974;Haiti;HTI;1974HTI;56.34968185;;;;48.119;;;;;;
1974;Honduras;HND;1974HND;84.84243774;;;;55.124;;;;;;
1974;Jamaica;JAM;1974JAM;107.8140335;;;;69.099;;;;;;
1974;Nicaragua;NIC;1974NIC;70.02012634;;;;55.833;;;;;;
1974;Panama;PAN;1974PAN;115.6300888;;;;67.527;;;;;;
1974;Puerto Rico;PRI;1974PRI;120.7023163;;;;72.73790244;;;;;;
1974;Suriname;SUR;1974SUR;133.3435974;;;;63.964;;;;;;
1974;Trinidad and Tobago;TTO;1974TTO;111.9018326;;;;65.368;;;;;;
1975;Brazil;BRA;1975BRA;;;;;60.884;;;;;;0.319
1975;Bolivia;BOL;1975BOL;99.43927002;;;;47.828;;;;;;0.234
1975;Chile;CHL;1975CHL;123.9176178;;;;65.609;;;;;;0.406
1975;Costa Rica;CRI;1975CRI;105.0256729;;;;68.825;;;;;;0.408
1975;Ecuador;ECU;1975ECU;102.5388489;;;;60.774;;;;;;0.316
1975;Colombia;COL;1975COL;111.4647293;;;;64.518;;;;;;0.331
1975;Mexico;MEX;1975MEX;108.6733932;;;;63.922;;;;;;0.345
1975;Peru;PER;1975PER;110.1685333;;;;57.575;;;;;;0.317
1975;Paraguay;PRY;1975PRY;94.79660034;;;;66.13;;;;;;0.327
1975;Argentina;ARG;1975ARG;106.0998917;;;;67.985;;;;;;0.441
1975;Venezuela;VEN;1975VEN;92.45411682;;;;67.092;;;;;;0.382
1975;Uruguay;URY;1975URY;106.5628586;;;;69.089;;;;;;0.437
1975;Antigua and Barbuda;ATG;1975ATG;87.56102753;;;;66.975;;;;;;
1975;Aruba;ABW;1975ABW;;;;;70.833;;;;;;
1975;Bahamas;BHS;1975BHS;102.4211502;;;;66.785;;;;;;0.426
1975;Barbados;BRB;1975BRB;104.6375504;;;;70.113;;;;;;0.483
1975;Belize;BLZ;1975BLZ;;;;;67.751;;;;;;0.325
1975;British Virgin Islands;VGB;1975VGB;107.1794891;;;;;;;;;;
1975;Cayman Islands;CYM;1975CYM;;;;;;;;;;;
1975;Cuba;CUB;1975CUB;121.4330063;;;;72.138;;;;;;0.421
1975;Curacao;CUW;1975CUW;;;;;;;;;;;
1975;Dominica;DMA;1975DMA;118.7596588;;;;;;;;;;
1975;Dominican Republic;DOM;1975DOM;98.31794739;;;;60.764;;;;;;0.29
1975;El Salvador;SLV;1975SLV;93.01193237;;;;56.052;;;;;;0.267
1975;Grenada;GRD;1975GRD;115.6449814;;;;66.895;;;;;;
1975;Guatemala;GTM;1975GTM;59.86893845;;;;55.14;;;;;;0.222
1975;Guyana;GUY;1975GUY;;;;;62.14;;;;;;0.348
1975;Haiti;HTI;1975HTI;58.05109024;;;;48.683;;;;;;0.16
1975;Honduras;HND;1975HND;85.43118286;;;;55.834;;;;;;0.235
1975;Jamaica;JAM;1975JAM;100.8307266;;;;69.41;;;;;;0.407
1975;Nicaragua;NIC;1975NIC;72.05458832;;;;56.319;;;;;;0.247
1975;Panama;PAN;1975PAN;115.3817215;;;;68.027;;;;;;0.386
1975;Puerto Rico;PRI;1975PRI;114.8874588;;;;72.98246341;;;;;;0.487
1975;Suriname;SUR;1975SUR;128.547821;;;;64.201;;;;;;
1975;Trinidad and Tobago;TTO;1975TTO;111.6623688;;;;65.572;;;;;;0.434
1976;Brazil;BRA;1976BRA;;;;;61.243;;;;;;
1976;Bolivia;BOL;1976BOL;101.5459595;;;;48.312;;;;;;
1976;Chile;CHL;1976CHL;120.5345383;;;;66.307;;;;;;
1976;Costa Rica;CRI;1976CRI;107.1440735;;;;69.501;;;;;;
1976;Ecuador;ECU;1976ECU;104.3588867;;;;61.298;;;;;;
1976;Colombia;COL;1976COL;115.1383133;;;;64.994;;;;;;
1976;Mexico;MEX;1976MEX;109.6679993;;;;64.467;;;;;;
1976;Peru;PER;1976PER;112.3102188;;;;58.114;;;;;;
1976;Paraguay;PRY;1976PRY;96.20332336;;;;66.302;;;;;;
1976;Argentina;ARG;1976ARG;105.7530594;;;;68.283;;;;;;
1976;Venezuela;VEN;1976VEN;95.85254669;;;;67.42;;;;;;
1976;Uruguay;URY;1976URY;108.6165619;;;;69.271;;;;;;
1976;Antigua and Barbuda;ATG;1976ATG;92.25512695;;;;67.244;;;;;;
1976;Aruba;ABW;1976ABW;;;;;71.14;;;;;;
1976;Bahamas;BHS;1976BHS;103.4418564;;;;66.962;;;;;;
1976;Barbados;BRB;1976BRB;107.5484009;;;;70.509;;;;;;
1976;Belize;BLZ;1976BLZ;107.2613678;;;;68.135;;;;;;
1976;British Virgin Islands;VGB;1976VGB;106.9387817;;;;;;;;;;
1976;Cayman Islands;CYM;1976CYM;;;;;;;;;;;
1976;Cuba;CUB;1976CUB;123.1460114;;;;72.543;;;;;;
1976;Curacao;CUW;1976CUW;;;;;;;;;;;
1976;Dominica;DMA;1976DMA;110.3213425;;;;;;;;;;
1976;Dominican Republic;DOM;1976DOM;101.4783936;;;;61.226;;;;;;
1976;El Salvador;SLV;1976SLV;95.49629211;;;;56.11;;;;;;
1976;Grenada;GRD;1976GRD;119.651123;;;;67.13;;;;;;
1976;Guatemala;GTM;1976GTM;59.43917084;;;;55.577;;;;;;
1976;Guyana;GUY;1976GUY;98.46600342;;;;62.211;;;;;;
1976;Haiti;HTI;1976HTI;62.04576874;;;;49.232;;;;;;
1976;Honduras;HND;1976HND;86.5663681;;;;56.567;;;;;;
1976;Jamaica;JAM;1976JAM;100.6245117;;;;69.718;;;;;;
1976;Nicaragua;NIC;1976NIC;74.62518311;;;;56.764;;;;;;
1976;Panama;PAN;1976PAN;114.5756683;;;;68.513;;;;;;
1976;Puerto Rico;PRI;1976PRI;112.0578079;;;;73.19082927;;;;;;
1976;Suriname;SUR;1976SUR;111.8457031;;;;64.445;;;;;;
1976;Trinidad and Tobago;TTO;1976TTO;114.6886597;;;;65.782;;;;;;
1977;Brazil;BRA;1977BRA;;;;;61.595;;;;;;
1977;Bolivia;BOL;1977BOL;98.38282776;;;;48.806;;;;;;
1977;Chile;CHL;1977CHL;119.4073792;;;;67.005;;;;;;
1977;Costa Rica;CRI;1977CRI;108.4335938;;;;70.182;;;;;;
1977;Ecuador;ECU;1977ECU;104.9713593;;;;61.834;;;;;;
1977;Colombia;COL;1977COL;118.5066223;;;;65.477;;;;;;
1977;Mexico;MEX;1977MEX;112.799263;;;;65.009;;;;;;
1977;Peru;PER;1977PER;111.9006729;;;;58.636;;;;;;
1977;Paraguay;PRY;1977PRY;97.00010681;;;;66.481;;;;;;
1977;Argentina;ARG;1977ARG;106.6618576;;;;68.585;;;;;;
1977;Venezuela;VEN;1977VEN;98.04325104;;;;67.723;;;;;;
1977;Uruguay;URY;1977URY;109.7245102;;;;69.484;;;;;;
1977;Antigua and Barbuda;ATG;1977ATG;91.74373627;;;;67.533;;;;;;
1977;Aruba;ABW;1977ABW;;;;;71.441;;;;;;
1977;Bahamas;BHS;1977BHS;105.0781631;;;;67.118;;;;;;
1977;Barbados;BRB;1977BRB;114.5799637;;;;70.931;;;;;;
1977;Belize;BLZ;1977BLZ;108.4702835;;;;68.509;;;;;;
1977;British Virgin Islands;VGB;1977VGB;;;;;;;;;;;
1977;Cayman Islands;CYM;1977CYM;;;;;;;;;;;
1977;Cuba;CUB;1977CUB;121.9742126;;;;72.915;;;;;;
1977;Curacao;CUW;1977CUW;;;;;;;;;;;
1977;Dominica;DMA;1977DMA;110.5726929;;;;;;;;;;
1977;Dominican Republic;DOM;1977DOM;102.4631195;;;;61.663;;;;;;
1977;El Salvador;SLV;1977SLV;97.09040833;;;;56.142;;;;;;
1977;Grenada;GRD;1977GRD;120.9348068;;;;67.347;;;;;;
1977;Guatemala;GTM;1977GTM;61.43410873;;;;56;;;;;;
1977;Guyana;GUY;1977GUY;103.5911713;;;;62.283;;;;;;
1977;Haiti;HTI;1977HTI;63.21228027;;;;49.746;;;;;;
1977;Honduras;HND;1977HND;85.44268036;;;;57.317;;;;;;
1977;Jamaica;JAM;1977JAM;101.0939407;;;;70.015;;;;;;
1977;Nicaragua;NIC;1977NIC;73.82733917;;;;57.177;;;;;;
1977;Panama;PAN;1977PAN;112.7764587;;;;68.976;;;;;;
1977;Puerto Rico;PRI;1977PRI;114.1892471;;;;73.36131707;;;;;;
1977;Suriname;SUR;1977SUR;124.9055634;;;;64.704;;;;;;
1977;Trinidad and Tobago;TTO;1977TTO;114.1736069;;;;65.987;;;;;;
1978;Brazil;BRA;1978BRA;;;;;61.942;;;;;;
1978;Bolivia;BOL;1978BOL;99.20744324;;;;49.31;;;;;;
1978;Chile;CHL;1978CHL;118.6359787;;;;67.698;;;;;;
1978;Costa Rica;CRI;1978CRI;107.3239136;;;;70.853;;;;;;
1978;Ecuador;ECU;1978ECU;106.4844208;;;;62.382;;;;;;
1978;Colombia;COL;1978COL;122.2815323;;;;65.964;;;;;;
1978;Mexico;MEX;1978MEX;113.2642517;;;;65.54;;;;;;
1978;Peru;PER;1978PER;112.0189209;;;;59.158;;;;;;
1978;Paraguay;PRY;1978PRY;98.83081818;;;;66.664;;;;;;
1978;Argentina;ARG;1978ARG;106.2770996;;;;68.891;;;;;;
1978;Venezuela;VEN;1978VEN;100.8305588;;;;68.009;;;;;;
1978;Uruguay;URY;1978URY;109.5384979;;;;69.723;;;;;;
1978;Antigua and Barbuda;ATG;1978ATG;87.47202301;;;;67.837;;;;;;
1978;Aruba;ABW;1978ABW;;;;;71.736;;;;;;
1978;Bahamas;BHS;1978BHS;106.163147;;;;67.253;;;;;;
1978;Barbados;BRB;1978BRB;116.3131104;;;;71.364;;;;;;
1978;Belize;BLZ;1978BLZ;108.9589462;;;;68.874;;;;;;
1978;British Virgin Islands;VGB;1978VGB;;;;;;;;;;;
1978;Cayman Islands;CYM;1978CYM;;;;;;;;;;;
1978;Cuba;CUB;1978CUB;119.4971924;;;;73.249;;;;;;
1978;Curacao;CUW;1978CUW;;;;;;;;;;;
1978;Dominica;DMA;1978DMA;109.6534271;;;;;;;;;;
1978;Dominican Republic;DOM;1978DOM;102.3078079;;;;62.079;;;;;;
1978;El Salvador;SLV;1978SLV;99.20860291;;;;56.178;;;;;;
1978;Grenada;GRD;1978GRD;120.3558273;;;;67.545;;;;;;
1978;Guatemala;GTM;1978GTM;63.06933975;;;;56.418;;;;;;
1978;Guyana;GUY;1978GUY;100.3180695;;;;62.355;;;;;;
1978;Haiti;HTI;1978HTI;63.30989838;;;;50.215;;;;;;
1978;Honduras;HND;1978HND;88.06375885;;;;58.08;;;;;;
1978;Jamaica;JAM;1978JAM;102.6931305;;;;70.294;;;;;;
1978;Nicaragua;NIC;1978NIC;71.83277893;;;;57.57;;;;;;
1978;Panama;PAN;1978PAN;111.5171585;;;;69.412;;;;;;
1978;Puerto Rico;PRI;1978PRI;;;;;73.49873171;;;;;;
1978;Suriname;SUR;1978SUR;127.039711;;;;64.981;;;;;;
1978;Trinidad and Tobago;TTO;1978TTO;111.8317337;;;;66.182;;;;;;
1979;Brazil;BRA;1979BRA;;;;;62.286;;;;;;
1979;Bolivia;BOL;1979BOL;100.7586212;;;;49.824;;;;;;
1979;Chile;CHL;1979CHL;118.572998;;;;68.378;;;;;;
1979;Costa Rica;CRI;1979CRI;106.572113;;;;71.501;;;;;;
1979;Ecuador;ECU;1979ECU;111.7518387;;;;62.942;;;;;;
1979;Colombia;COL;1979COL;125.2138214;;;;66.451;;;;;;
1979;Mexico;MEX;1979MEX;118.7138519;;;;66.055;;;;;;
1979;Peru;PER;1979PER;110.4798431;;;;59.691;;;;;;
1979;Paraguay;PRY;1979PRY;100.1877136;;;;66.847;;;;;;
1979;Argentina;ARG;1979ARG;106.7665787;;;;69.197;;;;;;
1979;Venezuela;VEN;1979VEN;102.2878723;;;;68.281;;;;;;
1979;Uruguay;URY;1979URY;107.7896194;;;;69.983;;;;;;
1979;Antigua and Barbuda;ATG;1979ATG;83.7525177;;;;68.154;;;;;;
1979;Aruba;ABW;1979ABW;;;;;72.023;;;;;;
1979;Bahamas;BHS;1979BHS;104.0758133;;;;67.372;;;;;;
1979;Barbados;BRB;1979BRB;115.1507111;;;;71.8;;;;;;
1979;Belize;BLZ;1979BLZ;;;;;69.229;;;;;;
1979;British Virgin Islands;VGB;1979VGB;107.6923065;;;;;;;;;;
1979;Cayman Islands;CYM;1979CYM;;;;;;;;;;;
1979;Cuba;CUB;1979CUB;115.4208527;;;;73.543;;;;;;
1979;Curacao;CUW;1979CUW;;;;;;;;;;;
1979;Dominica;DMA;1979DMA;106.2572327;;;;;;;;;;
1979;Dominican Republic;DOM;1979DOM;110.0860367;;;;62.477;;;;;;
1979;El Salvador;SLV;1979SLV;101.5622635;;;;56.248;;;;;;
1979;Grenada;GRD;1979GRD;117.5811996;;;;67.723;;;;;;
1979;Guatemala;GTM;1979GTM;64.48860931;;;;56.84;;;;;;
1979;Guyana;GUY;1979GUY;99.04498291;;;;62.427;;;;;;
1979;Haiti;HTI;1979HTI;63.89406967;;;;50.635;;;;;;
1979;Honduras;HND;1979HND;93.71356201;;;;58.851;;;;;;
1979;Jamaica;JAM;1979JAM;104.6463165;;;;70.553;;;;;;
1979;Nicaragua;NIC;1979NIC;77.37381744;;;;57.955;;;;;;
1979;Panama;PAN;1979PAN;108.3968735;;40;8.1;69.818;;;;;;
1979;Puerto Rico;PRI;1979PRI;;;;;73.60643902;;;;;;
1979;Suriname;SUR;1979SUR;132.1689911;;;;65.274;;;;;;
1979;Trinidad and Tobago;TTO;1979TTO;106.2794876;;;;66.364;;;;;;
1980;Brazil;BRA;1980BRA;;;;;62.63;;;;;;0.342
1980;Bolivia;BOL;1980BOL;99.96710205;;;;50.349;;;;;;0.267
1980;Chile;CHL;1980CHL;115.5435715;;;;69.033;;;;;;0.435
1980;Costa Rica;CRI;1980CRI;105.6552734;;;;72.113;;;;;;0.437
1980;Ecuador;ECU;1980ECU;113.028389;;;;63.512;;;;;;0.362
1980;Colombia;COL;1980COL;120.8780823;;;;66.926;;;;;;0.361
1980;Mexico;MEX;1980MEX;120.720459;;;;66.553;;;;;;0.39
1980;Peru;PER;1980PER;109.9320831;;;;60.24;;;;;;0.346
1980;Paraguay;PRY;1980PRY;102.4409714;;;;67.026;;;;;;0.357
1980;Argentina;ARG;1980ARG;106.8957672;;5.5;0.4;69.496;;;;;;0.459
1980;Venezuela;VEN;1980VEN;104.3183899;;;;68.542;;;;;;0.411
1980;Uruguay;URY;1980URY;106.9560013;;;;70.256;;;;;;0.455
1980;Antigua and Barbuda;ATG;1980ATG;;;;;68.482;;;;;;
1980;Aruba;ABW;1980ABW;;;;;72.293;;;;;;
1980;Bahamas;BHS;1980BHS;100.8967285;;;;67.488;;;;;;0.475
